Score,Text
5,My dog is not enthusiastic about food.  She enjoys these treats which are light weight and easy to carry.  Number of treats per day must be limited.
5,My dogs have been eating liver treats for years.  We also use the treats for training.  The treats are 50% crude protein so you are getting a high quality treat.  Just make sure your dog has enough water since the treats make  my dogs thirsty.
5,Our dog loves this stuff.  Ground up and sprinkled on his dry food he just gobbles it up.  No additives or fillers no carbs. We also use as a treat.  Best price at Amazon and quick delivery.
5,"My dogs love these treats and I was buying them from the vet at double the price!  Great deal, great service!"
5,My dogs LOVE these treats! Freeze dried easy to throw some in a zip lock bag and take them with you. Wonderful training treats because they're so easy to put in your pocket. Great deal too!
5,My dog loves this all natural treat and the price cannot be beat by any store.
5,"My dog, a little maltese, loves this product.  She knows she will get it as a reward for doing her business on the wee wee pads.  Works every time to reinforce her behavior. I also received the product in a timely fashion thanks to Amazon."
5,"We tried everything including cheese, chicken & hot dogs and this is the only one he will eat."
5,Dogs just love Freeze dried liver and this is a good price for this size container.
5,These Dried Dog Treats are great.  My dog was diagnoised with diabetes and these are a low fat treat for him and he loves them.
5,"Received very timely, and packed safely; no burst packaging.  Really glad that these people make large enough buckets of this wonderful treat that it makes it affordable.  Dogs love these little cube treats, and they are always fresh since they are freeze dried."
5,I have tried several different kinds of training treats from pet stores and they all either made my English Bulldog puppy sick or lose interest. The liver is working great she absolutely loves them and they keep her attention 100%!
5,This is the only dog treat that my terrier will eat. We crumble over his dry food and he LOVES it.
5,"My Westie loves these things!  She loves anything with liver but this one is the best.  Expensive by weight, but well worth it.  The freeze-drying process concentrates the flavor and nutrition:  Susie gives it 5 snouts!"
5,"No waste , even if she is having a  day when she goes on a hunger strike  she always room for one or 2 or 3 of these and the extra powder on bottom makes a real treat on food , Never met a pooch that did not go crazy over her treats !"
5,"This is the ONLY dog treat that my Lhasa Apso will eat. It makes me happ becuase it has NO added ingredients or preservatives, as well as NO ADDED SALT! This is the ONLY dog treat that my Vet approves of!"
5,This is a great treat which all three of my dogs absolutely love!  I am now ordering it regularly and the price is great.
5,This is a healthy and good snack for my dog.  It is a great training produst too.  When you take into account that a couple are all she needs it is a good value.
5,My dogs LOVE this product. They beg for them. They also came recommended by our animal trainer.  My only issue is that I took advantage of the Super Shipper Saver and for some reason it took almost a month to get here. VERY VERY slow shipping.
5,This was the only treat my dog liked during obedience training and it has remained her favorite ever since.  I haven't met a dog that didn't like this treat!
5,My dogs love these treats.  They beg for them and sometimes I sprinkle these treats on top of their food for a special treat.  Also Amazon ships very fast so I get them quickly.
5,product is excellent as a training treat or just an everyday treat.  My dog absolutely loves them.
5,"Its a great product, and our dog loves them.  But I see that Amazon lists some sellers of ""used and new"".....I wouldn't recommend buying these used."
5,He loves the Liver treats and the Lamb treats. They're not much to look at (simple cubes) but he starts to lick his lips whenever he hears me get the can!
5,"We were buying thses from our vet, but they are so expensive. So glad we found them online.  Our dog loves these! Thanks!"
5,My dog loves these treats!  We started using them for training purposes.  The treats of healthy too!
5,"This is one product that my welsh terrier can eat. Sophie has food alergies so I have to be very careful in what I feed her. My other dog Oscar, also gets these treats and loves them. He has no food alergies. This product is just simple ingredients, no additives, and that is what my dogs need."
5,Our Airedale loves the taste of the Beef Freeze Dried Dog Treats which we use for training. It really works
5,I've purchased several different brands of liver treats and this is the best in terms of having good-size pieces with very few small bits and little powder.
4,"My pitbull, Sammy, loves these treats! they are useful for training as well as do not make her breath smell overly bad."
5,I use to buy this at PetSmart...they no longer sell it so I decided to look for it on the internet...I am so glad that I found this on Amazon...My dogs love it... :o)
5,Our dog would do ANYTHING for these treats! Have looked around at other brands...but this is the best.
5,"This is a Delicious treat for your dogs.  I am unhappy with<br />Amazon because we paid for the product, but never received it.<br /><br />Nanci Shea"
5,"These freeze dried treats are our dogs favorite treats.  We've been spending DOUBLE the price I paid for them at local area pet stores (ie, Chuck & Don's and PetSmart).  Arrived promptly, well packaged.  Highly recommended."
5,The Gimborn Liver Treats are by far my dogs favorite treat.  The are a wonderful training reward.  Very good quality.  Just beware your dog will sniff them out from wherever they are hidden in your pockets.
5,My little dog loves these treats. Besides rewarding my dog I crash treats and mix it with medicine. It works great.
4,"Otter and I are very happy with this product. I am happy to have come across this dealer on line, because it was the best deal with respect to cost and convenience."
5,"This product is the same as I get in Petsmart at a much better price. The service was quick and efficient. We use it for our old wiener dog who has some iron deficiencies and it helped him alot, but I am not a vet."
5,"Great product. Dogs love this treat. It's hard to get them to eat only a few at a time. However, this product is pure protein and therefore not great for their kidneys if they eat too many. Limit to a few treats per day."
5,"We have used Pro-Treat Beef Liver, Freeze Dried Dog Treats for several years.  It's our 110 lb. hound's favorite treat and great to use for training. It's a fairly expensive treat but if used properly lasts quite a while. I would definitely recommend."
1,I received all containers previously opened - all seals were opened. On the top of containers was decent pieces of liver and below that were grisley pieces and a lot of powder on the bottom. I will never buy liver treats from Amazon again. BIG RIP-OFF!
3,I bought 21 0z freeze dried liver. Half the container was filled with powder instead of pieces/chunks. I feel I was betrayed by the company. Hence I did not get what I paid for
1,"I selected this company over the other even though the price was higher. I was hoping the pieces would be more consistent in size. It tuened out the container was filled with smaller crum like pieces, worse than the other company's. I will never buy anything from this company."
3,Dogs love these things but `I do feel they are overpriced for the quantity you get.
5,"You asked for my review of this purchase already, I said fast shipping and good product. Do not bother me with these reviews any more, if i have a problem i will let you know. I will stop using amozon in the future if you don't leave me alone."
2,Same price as Dr. Foster & Smith.
5,My dog has never stopped loving these treats for over a year.<br /><br />Service was great and shipping was prompt.
5,"Excellent Product,,My 15# dog loves these things--Turns her nose up at every thing else--I would very much recommend this product for dogs !!Big Plus--There made in the U.S.A."
5,Gold standard for training treats. Have used for 10 years of training. Never met a dog that didn't love them.  Fast easy service thru Amazon sellers.
5,"Finally a treat both me and my puppy like. Doesn't have a strong odor, but dogs still love them. Plus, as a freeze-dried treat they don't make your fingers greasy.<br />A healthy treat that my puppy will actually eat!"
4,Very happy with the product and shipping.  Thanks.  Always like doing business with Amazon.
5,"These are the best training treats you can buy.  My dog is more motivated in doggie class because of these treats than any other dog in class.  He loves these treats so much that he is not very interested in most other dog treats, which keeps life simple."
5,My 5 month old lab goes nuts over these liver treats.  Our vet recommended these as a healthy treat.  Our pup acts like a cat with catnip over these. A big hit. The price and size are excellent and should last a good while.
5,Bought these based on the review and the type of treat. My Peagle puppy loves these more than cheese! Perfect for training and they can be cut up easily so you don't overfeed. Great price compared to other treats of the same quality. Highly recommended.
5,Wonderful treat for training!  Perfect cube size for large dog.  Somew crumbling of product once you get to the bottom; spread on their food for a special treat.
4,My dogs love these treats. The only problems I've encountered with these are the left over powder at the bottom and the sizes are not uniform; many big pieces and many very small pieces (very minor problems). But they are all natural and don't upset my dogs stomachs.
4,My dog can't resist these treats - I can get her to do anything if I have one of these with me!
4,My little pupster loves these things. She is not exactly Ms. easy to please when it comes to food of any kind. These she thinks are great.<br /><br />Betsy
5,Our dog has to have insulin shots twice daily and these liver treats make giving the shots easier and less stressful for the owner and dog.
5,"We usually buy this product directly from our vet, but have a considerable savings when purchased here. These are high quality dog treats that are perfect for training your pups. We haven't had a puppy yet who has refused these and would all but stand on their heads to get a ""liver treat."""
5,"This is the ""all gone"" treat after dinner.  It's the only treat that the dogs work for; and I did run the chance of losing a hand.  They know a new command now:  ""be gentle"" when taking liver treats."
5,"Gimborn Freeze Dried Treats 21 oz Beef Liver is one of my dog's favorite treats, so I was happy to find them in a large size container. I received my order very quickly, and was happy with the service I received."
5,"My dog would do anything for his liver treats!  ...and whenever any of his playmates are out for a walk they drag their owners to our house so they can have a liver treat as well (in fact most of their owners now buy it for them).  It is healthy, a great training treat, and they all love it!"
5,Made in the US---one ingredient and I can pronounce it-100% liver.  My dog loves it. Its freeze dried so does not have a strong odor--overall a great product.
5,I donate this product to the local SPCA dog trainer. He swears by it. He only gives one or two a day to each dog so it last a while.
5,We have a variety of treats for our two shitzus.  Their favorite are the freeze-dried livers.  Nice big container that always has the dogs running when they hear me opening the lid.  Bought two of these.
5,"our dog responds to this more than any dog treat.<br /> We have tried many different treats, but this seems to be the one that is most preferred.<br /> This brand was recommended by our dog trainer."
5,As another reviewer noted...This is like crack for dogs! My dog likes jerky but loves freeze dried liver. The tub may be a but much but is the best value.
5,"I purchased the product to use with training my dogs, as treats, and as a supplement to their dry food.  My dogs love them and best of all they are natural - nothing artifical. A good value for those seeking multiple uses from one treat."
5,These smell delicious and my dogs love them. The big tub is the most cost-effective package of high-quality treats that I've found. (Those chicken jerky things from China are not high-quality.)
5,I've been buying this product for over 10 yrs.  It is a special<br />treat and reward for our dogs - I will continue buying this.
5,"My dogs love this treat. I use it to train them and just for fun. The nice thing about this product is that if you want the pieces to be smaller, it's easy to cut them up without it crumbling apart. Also, it was a great deal."
5,My dog loves these and so do I : ).  No yucky texture or greasy feel such as with hot dog pieces or cheese pieces and no grossness in your pocket or treat bag.  And my dog will do a lot for a taste of these treats.
5,These Stewarts Liver treats are the love of my wirehaired dachshund's life.  Nothing else comes close.<br />I have bought them from several sources and sometimes they are crushed but those fom Amazon arrive in fine condition and ready for munching.
5,i always try to feed healthy snacks. My dog does not always like them as much as less healthy snacks.<br />This is the snack that we meet in the middle about.... actually she likes this the best of all her snacks!!!
5,My dogs love this product and this was the cheapest I could find it any where. Shipped and received as notified when purchased.
5,"My beagle/lab mix is fairly picky with treats, but she goes nuts for these. I've been trying to find something other than chicken jerky from China (after reading reports from the FDA showing illness/death in dogs) that my dog really loves, and these seem to fit the bill nicely."
4,My Dogs love this as well as my Cat..I like this product except the treats start to get smaller about half way down the bin...
5,"There isn't much my puppy won't do or try to do for one of<br />the freeze dried liver treats. Gave one to another Springer Spaniel<br />we met at the beach and now when I see him he races, sometimes<br />a long distance, to great me and get another treat. great<br />training aid."
5,My dogs favorite treat.  They pass up the other treats for the dried beef liver.  I love the fact it is low in fat and healthy.
5,"My dog LOVES these treats.  Great quality, and cheaper than buying at the big box stores.  You really can't go wrong with these."
5,Our dogs love these treats - last a long time - light and easy to give our dogs.  Amazon has the best price for these treats - will always have them in our house!
5,"You can't beat these natural treats. My dogs love them and they align well with their raw diet.  Great value ordering on Amazon too, sell for $12 more at my local pet store."
5,"Great Product, these are my Chihuahuas favorite treat.  I have never had any problems with them except the bucket runs out to fast."
5,This is great! The price is better than any stores around here and my dogs love it! Now they don't mind taking their pills
5,"My dogs love this stuff! They will do anything for liver treats!<br />Be careful, very rich, a little goes a very long way, give sparingly!!!!"
5,These items were delivred quickly and exactly as promised.  Thank you.  Super large container and the pieces were well intact.<br />Thanks you.
5,A very tasty and well made cheese. Quality was as good as any other version of this I've had. Came well wrapped and chilled.
5,I absolutely love this product!<br />As a home-chef I use this product on just about all of my seafood. It adds a distinct flavor that that takes any fish or seafood to another level of excellence.<br /><br />Great for even the most basic cooks!
5,"When you think about paying $4.00 a 3 oz bottle for this... This is a REAL bargin.  If you like fish, bast it with butter, sprinkle Magic on it and grill it quickly...NEVER over cook fish.  You should be able to grill about any fish."
5,I'm from New Orleans but now I live in Michigan so I don't get many chances to have Cajun food. I ordered some crawfish tails from Louisiana Crawfish Company and used this spice to make Blackened Crawfish Tails. Man was it ever good!!
2,"I wanted to like this wine because I really like Bethenny, but the wine just isn't good.  It really tastes and smells like vinegar."
5,"This orchid arrived in good shape.  I was a little skeptical as to the ""blooming size,"" but they were right...it bloomed 9 months after arriving, with 3 big, beautiful blooms...not bad for a first-time bloomer.  And the colors are outstanding!"
1,"I am so disappointed- this product is NOT eligible to return, but the items I received were outdated!  The use by date was even BEFORE I submitted the order, and the seller sent product they should have seen were beyond the best by date- at least 6 weeks before they processed the order."
5,"These are so intensely cheddary, they're addictive. I love them, they are everything I want in a cheese snack, very cheesy without being greasy or tasting artificial"
2,I had so hoped they would be close or better than Cheetos Flamin' Hot but they aren't. They were NOT past the expiration by  3 months but they did taste stale and almost flavorless even though you get a tiny after burn. I gave the rest of the case to the food shelter.
5,"These are the best cheese puffs I have ever had, a sentiment shared by my coworkers and boss."
5,This was my first purchase of any gluten free cheese curls and I was pleasantly surprised by the taste and the crunch.  My husband even likes them and he is very picky about his snack foods. To me they taste better than the other name brand cheese curls and with less fat and calories.
5,"Can not be beat. They are simply addictive. Cheesy, spicy crunchy<br />Our family can not stop eating them You have to order these"
5,forget cheetos! these are the best ever!  same price (or less if on sale) and better for you.  I could eat a bag by myself but the kids beat me to it!
5,I was very satisfied with the price and quality of the product. I could not find these gluten free cheetos in any store so I was happy to find them online.
5,"I try not to each a lot of processed food, but occasionally I indulge. These are the very best cheese crunchies and gluten free too! I have found these at New Seasons in Portland Oregon every once in a while, but wish they were more readily available. Very good!!!!"
5,"The best cheese curl we've found, but we stopped looking once we found these!  Did not think we could consume a case - but, we've back for more."
5,My local grocery store had to stop carrying these because the distributor dropped them. I tried other stores with no luck. These are the only cheese curls that really taste like cheese and don't taste like you're licking salt. I'm so glad I still have a source to get them.
5,"Addictive. IMHO these are simply THE best cheese curls. I used to get them at a local whole foods market. Ordering by the case is a wee bit cheaper, oh-so-convenient and terribly dangerous."
5,"It is an excellent product, the presentation is beautiful and I am very satisfied with the purchase. My whole family loved it."
5,"We have trouble finding this product on the shelves of grocery stores.  What an amazing find!  Our favorite pork rub, in an amount that will last many times, not just one.Thank you Paul Prudhomme"
5,"This stuff is incredible...put it on pork chicken (or any meat really) especially as you're cooking it, and you will love it! It actually brings flavor, not undue hotness."
5,"These chips are outstanding!!  Use in place of tortilla chips with salsa, and you will never go back. Forget the fact that they are healthy, these chips are delicious!"
5,"I was able to try these chips from a food show sample, and I fell in love.  They taste great!  Plus they are much healthier than the average chip.  Definitely recommend this product.  Let's get these in stores!"
5,"Absolutely WONDERFUL coffee...smooth, rich flavor. This coffee gets raves whenever I serve it to dinner guests. No problems at all with the order, came right to my door...what could be better?! A small bit of pure happiness....."
5,Hard to get item in my neighborhood.Good price + free shipping to my front door.Awesome!!!!
5,"This product is way better than some of the pricier brands, rich, deep dark color.  Perfect for the espresso machine you got for Christmas.  Makes beautiful lattes, and they don't cost $4.00!"
5,I received my order quickly and did not have to pay for shipping.  Was glad to be able to buy this coffee online as it is not available locally where I live.
5,This coffee was removed from the shelves in the local stores.  It's a great smooth tasting coffee.  Love it!
5,"I find this coffee to be as good,or better than, the top dollar coffees. It always has a rich,bold flavor.If you like strong coffee with great taste,this is it."
1,"I am a bacon fiend and was very excited to try Baconnaise!  However, after a small taste, both my husband and I found it disgusting.  It tastes very chemically and not so much like bacon - more like smoke flavoring.  We threw it all away."
3,"This is more like a flavored spread than a true mayo replacement, I would not advise using it in Potato salad or tuna fish. It is very tasty as a veggie dip and as an admittedly rich burrito topping."
5,This is a great tasting product!! Both me and my wife love it. I don't know how they did it but it is wonderful.
4,"Baconnaise is so good - it really tastes like bacon, just creamier. I would highly recommend this product."
2,tastes vaguely of bad fish. Good idea but it's a bit off putting. Nothing can replace real bacon plus real mayo.
1,This is the most horrible stuff. Bacon? PLEASE!! I bought the 3 pack and gave 2 to friends. We all threw them away after one taste.
1,"nasty, overly salty, artificial smoke flavor, and simply disappointing. Really does not taste like bacon. Texturally disappointing as well. Instead of the light fluffy experience of mayonnaise, this stuff is runny, gloppy and dense.  Would give it zero stars if possible"
5,"lite baconaise has great flavor does not tast lite, just not as dense as regular baconaise."
5,"LOVE that smokey flavor - very unique!  Definitely worth the purchase, esp as a novelty / can't get anywhere else product!!  And it is LITE!!"
3,"We wanted the Baconnaise lite after seeing the product on Oprah. We looked forward eagerly to the  prospect of that great bacon taste. The decision in our house was 1 for and 1 not so.<br />The taste is there, the ""greasy"" taste was also. I won't buy the product again."
4,"If you are a bacon lover and like mayonnaise on sandwiches, this is for you.  It is great as a dip too.  I have mixed it with cream cheese and it still holds its flavor."
1,"After seeing this on Oprah I thought I would be good. I was not impressed as it has too much smoke flavoring in it, which takes away from the bacon flavor. Sorry that it came in a 3 jar pack; however, I definitely won't buy it again."
2,"Certainly does not taste like bacon, but is good on a cold turkey sandwich.  If you are looking for a smoked flavor spead this is the spread for you.  Wouldn't every buy it again."
1,It had a horrable after taste the first time I had it was ok the next it was worst than the first time I had it and the 3rd time I could not eat the sandwich.It has verry bitter taste
1,Save your money and do not buy this product. Does not even come close to bacon flavor more like a hickory smoke taste. After everyone in my family tried it we all agreed it was nasty(we're not picky either).
1,"Three generations in our home tried this product and unfortunately, none of us liked it."
4,"It has shipped on time with great condition. My friend was satisfied my choice. It is a valuable case. This milk powder is tast good, and my friend's baby love to have them everyday."
5,These are one of my favorite treats - absolutely delicious with a great rich chocolate flavor. No other packaged chocolate cookies seem to even come close.
5,"These Dare Chocolate Fudge cookies are the best tasting chocolate cookies I've found, since the Sunshine Bakery (Safeway) stopped making theirs in the 70s.  Great fudge taste and rich with flavor.  Cookies not too soft and not to hard.  Highly recommended!"
5,These are the best chocolate fudge cookies commercially available.  And the price is way below what you would have to pay at the grocers.
5,This is one our favorite coffees. We buy this over and over. It is a good strong coffee. I recommend it to everyone I know.
5,"since we got our Keurig,We have been trying different flavors and brands of coffee,tea,hot chocolate,and cider. Out of all the coffee brands I have to say that Green Mountain far surpasses all the other brands that we have tried. Great taste and not so expensive that it hurts the budget."
4,"This is the best coffee that I have tried,and I tried many types of K Cups.Wish it could be packaged in a larger package with more  cups and sold cheaper."
5,"This coffee was in our package when we recieved our Keurig. I had never tried it before, in fact I had never heard of it before.  It was so good I never drink any of the other kinds that were sent with it. It was always Maxwell House or Folgers, even Starbucks, but now it is Green Mountain."
5,"Really a great cup of coffee.Rich and mellow, perfect for those who drink their coffee black. All Green Mountain flavors are terrific."
5,My husband loves this Nantucket blend.  He makes it daily in our mini Keurig.  I can barely keep up with his consumption.  Thanks to Amazon - his K-cups are always here in a jiffy.
5,"My wife loves this coffee!  I enjoy it too, but the caffiene gives me a buzz, so I drink decaf.  Fair price, great free delivery (over $25.00)."
4,This is great tasting coffee and my family lives it. They are very picky about coffee and this seems to have the approval of everyone
5,"The Green Mountain Coffee Nantucket Blend is my favorite brand of k-cup I've tried so far. I've tried about 6 different varities. This one is very smooth, has lots of flavor and tastes great with a little milk and sugar added in."
5,"This is one of the best K-cup coffees I've ever had!  It's has a nice aroma, smooth, and rich cup of coffee; love it in the morning."
5,"Since getting a Kuerig Coffee maker for Christmas, I have tries several brands of K-cups.<br /> I love the deep aroma and taste of Nantucket blend the best.<br />It has the right combination of a medium to strong brew blends.<br />I would rate it better than the coffee shop varieties."
5,This is another K-Cup flavor we have on automatic delivery. It has a nice flavor with no bitterness.  I usually drink it in the morning and find it to be very pleasant.
4,Good morning cup of coffee.  Just bold enough.good flavor.  In my top 10 of K Kups as I like variety.
4,"This was a very good buy and arrived in perfect condition in a very timely manner.  Yes, I would order again."
4,"We enjoyed this coffee very much, smooth and rich taste gets us off to a good start in the morning! I'll be purchasing this brand often."
4,"Good coffee and the price wasn't bad.  This is a popular brand and flavor, it was great to be able to get this shipped and didn't have to hunt for it."
5,"I love this coffee, the Nantucket Blend is very delicious. My boyfriend's favorite. The 2 pack is great value. I recommend this!"
5,"Very tasty product, this is a wonderful coffee anytime day or night. Smooth flavor, medium strength, goes great with hazelnut liquid creamer, or any other for that matter."
5,This is just about my favorite coffee as it has a great full flavor and is not to stong. Just right!
5,"Love, love the Natucket Blend in the morning, afternoon, actually anytime.  Just wish it came in larger packs, as I feel like I need to limit.  I'm not a big coffee drinker, but enjoy it when it is not too strong.  Will order again from Amazon - fast and easy!!!!!"
4,"Delicious cup of coffee. This is not the best coffee I have tasted but it is very enjoyable and I have not found one That I do not enjoy. Quick, easy and enjoyable."
4,"Product arrived before estimated time, which was awesome!  The Nantucket Blend is very good if your looking for a medium roast coffee."
5,great customer service... I had this product the next day !! Amazon and this supplier are a great combination. I will buy from this supplier again.
5,"This is a good, moderately bold coffee.  Just enough to satisfy that coffee craving.  K-cups are great and I enjoy ordering from Amazon.com as the product is always shipped promptly."
5,It is wonderful to wake up to in the morning or soothing late in the afternoon. Just strong enough but not bitter.
5,Green Mountain has become our new favorite for our Keurig.  My husband loves it mild flavor of Nantucket Blend.  You cannot beat the convenience of getting it online!!!
5,"This is always a favorite in our house! You can never go wrong with this,even if you drink it black, like I do ,or add flavored creamer, like my daughter and her boyfriend does. Either way it is GOOD !"
5,Nantucket Blend is my favorite. Not too strong yet has that satisfying flavor. I had tasted this blend before so I had a head start on its fine quality.
4,"The Green Mountain Nantucket blend is one of the best tasting Keurig packs I've tried. It's smooth with no bitter aftertaste, great cup of coffee."
5,You can't make a better cup of regular coffee flavored coffee than this at home. I had been trying in every way imaginable for nearly forty years to make that 'perfect cup'. My patience has paid finally paid off.
5,Green Mountain makes a great medium roast coffee called Nantucket Blend.  I checked all over for the best price and was able to get free shipping on my order.  I will order my coffee from Amazon again.
5,"I've tried several and this is my favorite. perfect blend, not too dark.<br />Mild and flavorful just the way I like it. Highly recommend."
4,"I was very happen with my purchase from Amazon.  It was easy, and I received by coffee even<br />quicker that expected.  The price was right, and the coffee is good.  I don't usually like flavored<br />coffee and I am new to the Kerig K-cup world, but this is a good one."
5,I had been trying to find this specific type of K-cup because my husband enjoys it so much but couldn't find them in the stores anywhere so I checked on Amazon and they were not only in a large quantity but much cheaper than buying them in the stores.  I won't do that again! www.amazon.com!!!
5,"I live in New England and like most people from this region, we are hooked on Dunkin' Donuts Coffee.  This brand tastes just like Dunkin's.  This brand sells the out the most in this area.<br />Definately my favorite!"
5,"Every morning when I wake up, I know I am going to have a perfect cup of coffee!!!  It's not too mild and not too strong, just right for me."
5,"This is our fave Kcup coffee! with GM Half Caff coming in 2nd place.  Nantucket is smooth, not bitter.  Good buy :)"
5,"I've tried lots of coffee pods but this is my favorite.  My ""Dunkin Donut"" friends all visit now that I serve Nantucket blend.  It's a medium blend but has a nice coffee quality."
5,I love this coffee and have bought several boxes over the years.  It will be hard to get me to change.  Good flavor not too strong just right.  Fast shipping too.
5,This is my favorite K-Cup Brand/flavor so far.  Nantucket Blend is just right for me.  Not too strong not too weak.  Medium Roast with lots of aroma & taste.
4,"Although I prefer a more robust coffee, Nantucket Blend is a good everyday coffee which I would certainly consider buying it again."
5,"Not too strong, nor weak, nor bitter.  Perfect.  This is my favorite coffee and when I occasionally make some one else a k-cup of Nantucket blend they always love it, too.  Try it, you won't be disappointed!"
5,"We just recently joined the Keurig Craze.  We've tried out a ton of different K-Cups, and this one is by far my wife's favorite.  It's a great medium bodied coffee that isn't too harsh or bitter.  It makes a great base for adding in a flavored creamer, and making a great cup of coffee."
5,This is a very good coffee.  I can drink it black (which is very rare for me) or with the usual cream and sugar.  It is very hard to find a good coffee that you can just drink black and enjoy it.
5,I love Green Mountain Coffee and am happy that is offered in such an array of choices for the Keurig coffee makers.
5,"Nantucket blend is robust without being harsh. I can use it on the largest setting on my Keurig, and it does not taste diluted."
4,"I love this flavor of coffee. I did realize that with shipping, I could have gotten the same coffee a for a little less at the store, so will begin purchasing atthe store, unless some good deals come up on Amazon. It was delivered quickly, and tastes great."
4,"Very good coffee, not too bold, but rich.  Took a long time to ship, so order early!"
5,Why is this so expensive at amazon?  I can buy it locally in a variety of stores for between $10 and $13.
2,"This coffee is extremely weak. It lacks flavor, like drinking a cup of hot water, yuck! Not what I expected from Green Mountain and the name ""Nantucket Blend""."
4,"I love me some kcups, especially these delicious Green Mountain Nantucket Blends.  However, there needs to be a recycling plan put into place, and quick!  Every time I use one of these, I feel bad (until I taste the coffee, then all concerns are washed away...)"
2,"Although the coffee had no reached the expiration date, I felt this coffee was borderline stale.  I'm not sure how far out these products are packed to the expiration date, but wished it would have been fresher.  As these little packets are somewhat expensive, I was hoping for more."
1,"I've tried a lot of different K-Cups and this is the weakest K-Cup coffee I've ever tried. It should not be labeled ""Medium Roast"", it should be labeled ""Warm Water Tasteless"" Roast. Too bad I bought a large box. What a waste..."
5,I can't wait to try some of this coffee because until now the breakfast blend I think is the best but Im going to try some more.
3,I ordered the Green Mountain Coffee Nantucket Blend which I like as a smooth medium roast morning coffee.  I received the Green Mountain Breakfast Blend which is too mild for my liking.  Three stars for the coffee received. I won't order again from the Amazon marketing partner that sold it.
3,Does anyone know if K-Cups can be recycled?  I cannot seem to find out.  I would be much more likely to purchase a coffee machine that uses K-Cups if I knew the cups could be recycled.
3,I had many a k-cup but at 1.29 a piece. I'll just take my refill cup to the store and let someone else make me a cup. I have bought k cups on sale for as little as .54 a piece. Green mountain is one of the better coffees but lets be realistic with the price huh.
5,This is a great deal for this coffee.  It's my favorite and Amazon is a really good place to buy it.
5,"Green Mountain is our favorite coffee.  We switched from grinding our own to K cups recently.  We still love Vermont Country Blend and Heifer Hope, but this is the ultimate K-cup for us.  A medium roast, rich but not bitter.  It satisfies every time."
5,"This is one of my favorites.  Why is Amazon charging so much for it though?  Bought easily elsewhere for 10.00 or so.<br />Amazon, you can be competitive with this one.  That should be two boxes for this price."
5,"This is the best one I've tried from Keurig, not too strong, with a very creamy taste. You can't go wrong with this one."
5,This is simply the best non-flavored coffee in K-cups that I have tried.  I drink my coffee black and this has an excellent coffee aroma and taste.  It's not bitter nor acidic but has a full coffee flavor.
5,"The price for these K-Cups is great. They are so costly in the store, so this is a great way to buy in bulk."
4,"The coffee is a nice deep blend. The price, however; is high considering many retail stores are now carrying this brand for cheaper and no shipping. I will continue to buy this brand of coffee however I will no longer purchase it on line."
5,"So far, this is my favorite blend of coffee. It has a delicious flavor. Bold but not overpowering. I will definitely be buying this again!"
5,"I have tried many k-kup varieties and this is my favorite.  Mild, perfect for someone who likes a mellow coffee.  Add some Vanilla Coffeemate and it is HEAVEN.  A great start to my day.  I brew it into a disposable cup and my commute becomes 100% more enjoyable."
3,There ok have gone way up in price. Now that I have tried the Dunkin Donuts k-cups not sure if I will be going back to green mountain.
5,"This is our favorite coffee. Easy on the stomach, good tasting, not too light, not too strong, just right. Highly recommend."
5,It doesn't get any better than this in the a.m.  Brew .. sit back .. sip .. and ENJOY!
5,I love the variety of K-cups at Amazon. Green Mountain is awesome and the prices are fabulous. I use them at work daily.
3,Ordered this product without reading what i was getting ... dumb on my part.<br />My wife loves Nantucket Blend.  I mistakenly thought this was for 2 boxes of 24 k-cups because of the price.<br />Much cheaper to pick this great product up at Kohls or Bed Bath and Beyond if you have access to them.
5,"I have not found a bad ""Keurig"" coffee version yet.  This one included. Since receiving my machine I have been to Starbucks..maybe twice since the beginning of January.  I used to go 5X a week.  My husband is LOVING this gift, Starbucks is not.<br />Enjoy!!"
5,Great coffee at a good price. I'm a subscription buyer and I buy this month after month. What more can I say?
1,I received medium roast. Didn't receive the correct coffee shown on picture. Disappointed by this. I suppose ill try as its a lot of my trouble to return
5,The Keurig Green Mountain Nantucket Blend Coffee is great.  The flavor is pleasing and not too strong or too weak.  I like using the subscription plan.
5,Wonderful smooth taste.  I love this brand.  Great for my first cup in the morning or any other time of the day.  Great price.  Smooth taste.
5,Cant beat it for the price.  Will buy again.  Looked around for a while it couldnt find any good deals
5,"I love this Coffee!  I love that I can sign up with Amazon and get it delivered to my door and not have to search in the grocery stores for it, which half the time I can't find it.  Way to go Amazon, thank you!!!"
5,great coffe for the price. buying in big amounts makes it easy to feel safe that you will have coffee in the morning. no mess.
5,"This particular brand and blend of Green Mountain coffee is one of the best I have ever tasted or enjoyed.  Its got a nice body, is NOT bitter, and goes down very smoothly.  Would recommend to any coffee drinkers for their morning fix to get moving."
5,"I've had my Keurig B-40 brewer for almost 18 months.  I've probably tried over 30 different k-cup varieties.  One of my 5 favorites is the ""Green Mountain Nantucket Blend"". Not too strong and not too light.  Will wake you up but without a 'Jolt'."
5,I received the order in time. I love the flavor of this coffee and I can only make one cup of coffee at a time so I have a fresh cup of coffee all the time.
5,I love this coffee.  It is a very smooth and non bitter coffee.  The price was great.  It is very hard to find this particular coffee in this quantity.  It was also a good price!
